,run,epoch,train loss,test loss,epoch duration,run duration,batch_size,model,network,margin,opt,lr
44,2,15,0.30571088194847107,0.13532833755016327,11.33721399307251,171.4751296043396,10,tripletNet,effB3,1.0,adam,0.001
45,2,16,0.38237035274505615,0.3722021281719208,11.394334316253662,182.87345504760742,10,tripletNet,effB3,1.0,adam,0.001
46,2,17,0.294877827167511,0.17226913571357727,11.311689376831055,194.18913578987122,10,tripletNet,effB3,1.0,adam,0.001
47,2,18,0.283183753490448,0.07360127568244934,11.256314039230347,205.4494400024414,10,tripletNet,effB3,1.0,adam,0.001
48,2,19,0.23270420730113983,0.18000076711177826,11.360398292541504,216.8148274421692,10,tripletNet,effB3,1.0,adam,0.001
49,2,20,0.2969442307949066,0.20914559066295624,11.531829595565796,228.3505871295929,10,tripletNet,effB3,1.0,adam,0.001
50,2,21,0.44559627771377563,0.12705950438976288,11.422513961791992,239.77808952331543,10,tripletNet,effB3,1.0,adam,0.001
51,2,22,0.28612327575683594,0.23006923496723175,11.372248411178589,251.15432906150818,10,tripletNet,effB3,1.0,adam,0.001
52,2,23,0.24362778663635254,0.08357112854719162,11.36513614654541,262.52443385124207,10,tripletNet,effB3,1.0,adam,0.001
53,2,24,0.3369271159172058,0.28217291831970215,11.393284320831299,273.92170786857605,10,tripletNet,effB3,1.0,adam,0.001
54,2,25,0.21967288851737976,0.23180726170539856,11.530104398727417,285.45580315589905,10,tripletNet,effB3,1.0,adam,0.001
55,2,26,0.278959184885025,0.1404549926519394,11.318195343017578,296.7789852619171,10,tripletNet,effB3,1.0,adam,0.001
56,2,27,0.29817354679107666,0.055722203105688095,11.265284776687622,308.0482654571533,10,tripletNet,effB3,1.0,adam,0.001
57,2,28,0.22074580192565918,0.16862885653972626,11.37980341911316,319.43304324150085,10,tripletNet,effB3,1.0,adam,0.001
58,2,29,0.2939567565917969,0.12811678647994995,11.295551776885986,330.73258543014526,10,tripletNet,effB3,1.0,adam,0.001
59,2,30,0.2304229438304901,0.190363809466362,11.38765573501587,342.124169588089,10,tripletNet,effB3,1.0,adam,0.001
60,3,1,0.9998090267181396,0.9997262954711914,11.450337409973145,11.46529769897461,10,tripletNet,effB3,1.0,adam,0.0001
61,3,2,0.9991812705993652,0.9992405772209167,11.368111610412598,22.837400436401367,10,tripletNet,effB3,1.0,adam,0.0001
62,3,3,0.9973771572113037,0.9967824816703796,11.39149808883667,34.23288822174072,10,tripletNet,effB3,1.0,adam,0.0001
63,3,4,0.9944614768028259,0.9865615963935852,11.126042604446411,45.36292028427124,10,tripletNet,effB3,1.0,adam,0.0001
64,3,5,0.9766237139701843,0.9700306057929993,11.398453712463379,56.76536703109741,10,tripletNet,effB3,1.0,adam,0.0001
65,3,6,0.9224278926849365,0.9294725656509399,11.355615377426147,68.1249725818634,10,tripletNet,effB3,1.0,adam,0.0001
66,3,7,0.7119569778442383,0.7096036076545715,11.287448406219482,79.41641211509705,10,tripletNet,effB3,1.0,adam,0.0001
67,3,8,0.594502866268158,0.6225212216377258,11.364349603652954,90.78474521636963,10,tripletNet,effB3,1.0,adam,0.0001
68,3,9,0.5071302056312561,0.5539566278457642,11.615394830703735,102.40414071083069,10,tripletNet,effB3,1.0,adam,0.0001
69,3,10,0.5479323267936707,0.38812312483787537,11.366708040237427,113.77484011650085,10,tripletNet,effB3,1.0,adam,0.0001
70,3,11,0.4099767804145813,0.34038957953453064,11.370079040527344,125.14892339706421,10,tripletNet,effB3,1.0,adam,0.0001
71,3,12,0.3366358280181885,0.3116379380226135,11.812406063079834,136.9653284549713,10,tripletNet,effB3,1.0,adam,0.0001
72,3,13,0.33206093311309814,0.4762957692146301,11.377262592315674,148.34655928611755,10,tripletNet,effB3,1.0,adam,0.0001
73,3,14,0.44036179780960083,0.32324323058128357,11.870258331298828,160.22180557250977,10,tripletNet,effB3,1.0,adam,0.0001
74,3,15,0.2808184325695038,0.18929313123226166,11.254651069641113,171.48142194747925,10,tripletNet,effB3,1.0,adam,0.0001
75,3,16,0.32985544204711914,0.2636612355709076,11.515777111053467,183.0011851787567,10,tripletNet,effB3,1.0,adam,0.0001
76,3,17,0.3658928871154785,0.2736707627773285,11.243758916854858,194.24995708465576,10,tripletNet,effB3,1.0,adam,0.0001
77,3,18,0.4933096170425415,0.3326042592525482,11.424350261688232,205.67829298973083,10,tripletNet,effB3,1.0,adam,0.0001
78,3,19,0.36362358927726746,0.3114851415157318,11.353923320770264,217.03620529174805,10,tripletNet,effB3,1.0,adam,0.0001
79,3,20,0.342650830745697,0.3730412423610687,11.281715631484985,228.32290244102478,10,tripletNet,effB3,1.0,adam,0.0001
80,3,21,0.30771172046661377,0.2838256061077118,11.299092769622803,239.62693047523499,10,tripletNet,effB3,1.0,adam,0.0001
81,3,22,0.3444802761077881,0.21311111748218536,11.150758981704712,250.78167915344238,10,tripletNet,effB3,1.0,adam,0.0001
82,3,23,0.23861269652843475,0.33955785632133484,11.390475511550903,262.17614364624023,10,tripletNet,effB3,1.0,adam,0.0001
83,3,24,0.22183409333229065,0.09315615892410278,11.424166440963745,273.60430121421814,10,tripletNet,effB3,1.0,adam,0.0001
84,3,25,0.27993813157081604,0.15049557387828827,11.317430973052979,284.9257447719574,10,tripletNet,effB3,1.0,adam,0.0001
85,3,26,0.2699166238307953,0.26391515135765076,11.247333288192749,296.1770541667938,10,tripletNet,effB3,1.0,adam,0.0001
86,3,27,0.19453147053718567,0.21867166459560394,11.353180170059204,307.53422713279724,10,tripletNet,effB3,1.0,adam,0.0001
87,3,28,0.2902310788631439,0.1722269505262375,11.375486850738525,318.91470193862915,10,tripletNet,effB3,1.0,adam,0.0001
88,3,29,0.2737196087837219,0.17676137387752533,11.316280841827393,330.23497247695923,10,tripletNet,effB3,1.0,adam,0.0001
89,3,30,0.22881576418876648,0.16384556889533997,11.353206396102905,341.59216952323914,10,tripletNet,effB3,1.0,adam,0.0001
90,4,1,0.5201898217201233,0.2808081805706024,5.625952959060669,5.644904851913452,10,tripletNet,alex,1.0,adam,0.01
91,4,2,0.7664923071861267,0.10652386397123337,5.58106803894043,11.230960130691528,10,tripletNet,alex,1.0,adam,0.01
92,4,3,0.3077603578567505,0.09032995998859406,5.5800745487213135,16.81802010536194,10,tripletNet,alex,1.0,adam,0.01
93,4,4,0.3639678359031677,0.13058345019817352,5.583071947097778,22.40508008003235,10,tripletNet,alex,1.0,adam,0.01
94,4,5,0.2726290822029114,2.2839324474334717,5.603062391281128,28.012126445770264,10,tripletNet,alex,1.0,adam,0.01
95,4,6,0.24858057498931885,0.13297738134860992,5.552149772644043,33.56926250457764,10,tripletNet,alex,1.0,adam,0.01
96,4,7,0.24199557304382324,0.15221183001995087,5.47434663772583,39.0485577583313,10,tripletNet,alex,1.0,adam,0.01
97,4,8,0.301852822303772,0.07382643222808838,5.600064277648926,44.6556031703949,10,tripletNet,alex,1.0,adam,0.01
98,4,9,0.3295005261898041,0.1128409132361412,5.413488388061523,50.0760703086853,10,tripletNet,alex,1.0,adam,0.01
99,4,10,0.1404443085193634,0.16125312447547913,4.491981506347656,54.573031425476074,10,tripletNet,alex,1.0,adam,0.01
100,4,11,0.36844632029533386,0.23828338086605072,1.7433373928070068,56.3173668384552,10,tripletNet,alex,1.0,adam,0.01
101,4,12,0.1841937154531479,0.6522128582000732,1.616673469543457,57.9350380897522,10,tripletNet,alex,1.0,adam,0.01
102,4,13,0.28736549615859985,0.41840410232543945,1.6545743942260742,59.59061050415039,10,tripletNet,alex,1.0,adam,0.01
103,4,14,0.20403560996055603,0.9284241795539856,1.5737907886505127,61.16639590263367,10,tripletNet,alex,1.0,adam,0.01
104,4,15,0.26229268312454224,0.21680866181850433,1.6775124073028564,62.845903396606445,10,tripletNet,alex,1.0,adam,0.01
105,4,16,0.3432777523994446,0.3308638632297516,1.6506190299987793,64.4975197315216,10,tripletNet,alex,1.0,adam,0.01
106,4,17,0.6752724647521973,0.06720753759145737,1.6385810375213623,66.13710021972656,10,tripletNet,alex,1.0,adam,0.01
107,4,18,0.27558907866477966,0.15391990542411804,1.701448917388916,67.8395471572876,10,tripletNet,alex,1.0,adam,0.01
108,4,19,0.2812429666519165,0.06781359016895294,1.648592233657837,69.49013423919678,10,tripletNet,alex,1.0,adam,0.01
109,4,20,0.17114803194999695,0.24428275227546692,1.9398105144500732,71.43193912506104,10,tripletNet,alex,1.0,adam,0.01
110,4,21,0.08108940720558167,0.1151496097445488,1.8849923610687256,73.31892561912537,10,tripletNet,alex,1.0,adam,0.01
111,4,22,0.13269534707069397,0.1758318692445755,1.6526150703430176,74.97250556945801,10,tripletNet,alex,1.0,adam,0.01
112,4,23,0.37000298500061035,0.9994167685508728,1.7163758277893066,76.68987536430359,10,tripletNet,alex,1.0,adam,0.01
113,4,24,0.14560097455978394,0.13901805877685547,1.8470611572265625,78.53893113136292,10,tripletNet,alex,1.0,adam,0.01
114,4,25,0.14232802391052246,0.11544685810804367,1.668536901473999,80.20946288108826,10,tripletNet,alex,1.0,adam,0.01
115,4,26,0.1665850579738617,0.05305297300219536,1.6924724578857422,81.90393018722534,10,tripletNet,alex,1.0,adam,0.01
116,4,27,0.24523118138313293,0.34778761863708496,1.7553045749664307,83.66023325920105,10,tripletNet,alex,1.0,adam,0.01
117,4,28,0.1722840666770935,0.0777391567826271,1.7034432888031006,85.36467456817627,10,tripletNet,alex,1.0,adam,0.01
118,4,29,0.2518993318080902,0.1520819514989853,1.746328353881836,87.11299896240234,10,tripletNet,alex,1.0,adam,0.01
119,4,30,0.3802618980407715,0.5231826901435852,1.853041410446167,88.96803689002991,10,tripletNet,alex,1.0,adam,0.01
120,5,1,0.8403549194335938,0.43286681175231934,1.715411901473999,1.7193992137908936,10,tripletNet,alex,1.0,adam,0.001
121,5,2,0.400621622800827,0.14085665345191956,1.6834967136383057,3.40389347076416,10,tripletNet,alex,1.0,adam,0.001
122,5,3,0.1652008295059204,0.25769326090812683,1.8350911140441895,5.23998236656189,10,tripletNet,alex,1.0,adam,0.001
123,5,4,0.07064857333898544,0.09856866300106049,1.857034683227539,7.099012136459351,10,tripletNet,alex,1.0,adam,0.001
124,5,5,0.10721579194068909,0.05686911568045616,1.9737186431884766,9.073729753494263,10,tripletNet,alex,1.0,adam,0.001
125,5,6,0.09988340735435486,0.06212366744875908,1.7792446613311768,10.854967832565308,10,tripletNet,alex,1.0,adam,0.001
126,5,7,0.10302772372961044,0.09951949864625931,1.7822299003601074,12.638195276260376,10,tripletNet,alex,1.0,adam,0.001
127,5,8,0.09082590043544769,0.011353584006428719,1.9009144306182861,14.541106224060059,10,tripletNet,alex,1.0,adam,0.001
128,5,9,0.07044125348329544,0.11906732618808746,1.835092544555664,16.378193378448486,10,tripletNet,alex,1.0,adam,0.001
129,5,10,0.10730977356433868,0.10812228918075562,1.7423396110534668,18.122528314590454,10,tripletNet,alex,1.0,adam,0.001
130,5,11,0.13115817308425903,0.008728336542844772,1.741349697113037,19.865873336791992,10,tripletNet,alex,1.0,adam,0.001
131,5,12,0.11001309007406235,0.03199460729956627,2.044532060623169,21.913389444351196,10,tripletNet,alex,1.0,adam,0.001
132,5,13,0.028253354132175446,0.032907623797655106,2.319796323776245,24.236177444458008,10,tripletNet,alex,1.0,adam,0.001
133,5,14,0.12455977499485016,0.04970906674861908,2.462449550628662,26.700622081756592,10,tripletNet,alex,1.0,adam,0.001
134,5,15,0.03751559555530548,0.046742793172597885,4.685468912124634,31.39004373550415,10,tripletNet,alex,1.0,adam,0.001
135,5,16,0.04909881204366684,0.08308239281177521,5.560119152069092,36.955156564712524,10,tripletNet,alex,1.0,adam,0.001
136,5,17,0.09890397638082504,0.09454182535409927,5.578088760375977,42.53823184967041,10,tripletNet,alex,1.0,adam,0.001
137,5,18,0.03068658709526062,0.07649447023868561,5.643934488296509,48.18815302848816,10,tripletNet,alex,1.0,adam,0.001
138,5,19,0.06741543114185333,0.03276630863547325,5.652870178222656,53.84797477722168,10,tripletNet,alex,1.0,adam,0.001
139,5,20,0.08930878341197968,0.03647715598344803,5.610036611557007,59.462000131607056,10,tripletNet,alex,1.0,adam,0.001
140,5,21,0.12479859590530396,0.030912617221474648,5.5361504554748535,65.00214052200317,10,tripletNet,alex,1.0,adam,0.001
141,5,22,0.034976527094841,0.0,5.543175458908081,70.55229783058167,10,tripletNet,alex,1.0,adam,0.001
142,5,23,0.040002770721912384,0.1654922217130661,1.7323923110961914,72.29267287254333,10,tripletNet,alex,1.0,adam,0.001
143,5,24,0.016488030552864075,0.009440446272492409,1.6425721645355225,73.93724155426025,10,tripletNet,alex,1.0,adam,0.001
144,5,25,0.035989128053188324,0.0,1.6445984840393066,75.58283877372742,10,tripletNet,alex,1.0,adam,0.001
145,5,26,0.08788353204727173,0.06265425682067871,2.1013810634613037,77.68621492385864,10,tripletNet,alex,1.0,adam,0.001
146,5,27,0.0651615560054779,0.02550271525979042,2.126275062561035,79.81551957130432,10,tripletNet,alex,1.0,adam,0.001
147,5,28,0.05778781324625015,0.021208269521594048,1.8141472339630127,81.63066506385803,10,tripletNet,alex,1.0,adam,0.001
148,5,29,0.021963922306895256,0.02827642858028412,1.6216621398925781,83.25432133674622,10,tripletNet,alex,1.0,adam,0.001
149,5,30,0.036831021308898926,0.04988059028983116,1.6196653842926025,84.8749852180481,10,tripletNet,alex,1.0,adam,0.001
150,6,1,0.9855605959892273,0.9786260724067688,1.772261142730713,1.7762508392333984,10,tripletNet,alex,1.0,adam,0.0001
151,6,2,0.9717357158660889,0.9520341753959656,1.830101490020752,3.6083476543426514,10,tripletNet,alex,1.0,adam,0.0001
152,6,3,0.9453303813934326,0.9232842326164246,1.6925101280212402,5.302852630615234,10,tripletNet,alex,1.0,adam,0.0001
153,6,4,0.8837134838104248,0.8445442318916321,1.8231568336486816,7.126971006393433,10,tripletNet,alex,1.0,adam,0.0001
154,6,5,0.7926681041717529,0.7168449759483337,1.7383487224578857,8.866318702697754,10,tripletNet,alex,1.0,adam,0.0001
155,6,6,0.7006892561912537,0.7294085621833801,1.7134158611297607,10.581697940826416,10,tripletNet,alex,1.0,adam,0.0001
156,6,7,0.6254504919052124,0.5693089365959167,1.7632832527160645,12.3459792137146,10,tripletNet,alex,1.0,adam,0.0001
157,6,8,0.5532171726226807,0.5384033918380737,1.7423169612884521,14.089314460754395,10,tripletNet,alex,1.0,adam,0.0001
158,6,9,0.470891535282135,0.45468512177467346,1.6895012855529785,15.779813528060913,10,tripletNet,alex,1.0,adam,0.0001
159,6,10,0.4535696506500244,0.42730504274368286,1.9118554592132568,17.69267964363098,10,tripletNet,alex,1.0,adam,0.0001
160,6,11,0.35305747389793396,0.49221092462539673,1.7662739753723145,19.459951400756836,10,tripletNet,alex,1.0,adam,0.0001
161,6,12,0.4115229845046997,0.2709505558013916,1.6695315837860107,21.130481719970703,10,tripletNet,alex,1.0,adam,0.0001
162,6,13,0.30873292684555054,0.43133649230003357,1.9069347381591797,23.038414239883423,10,tripletNet,alex,1.0,adam,0.0001
163,6,14,0.3652593493461609,0.4607674777507782,1.8151445388793945,24.855552673339844,10,tripletNet,alex,1.0,adam,0.0001
164,6,15,0.3508884608745575,0.2746832072734833,1.7173726558685303,26.574921131134033,10,tripletNet,alex,1.0,adam,0.0001
165,6,16,0.2981642484664917,0.30788561701774597,1.7722249031066895,28.348176956176758,10,tripletNet,alex,1.0,adam,0.0001
166,6,17,0.2382679581642151,0.22762374579906464,1.7483232021331787,30.097497940063477,10,tripletNet,alex,1.0,adam,0.0001
167,6,18,0.28166577219963074,0.271128386259079,1.8011837005615234,31.89967966079712,10,tripletNet,alex,1.0,adam,0.0001
168,6,19,0.24706993997097015,0.298007607460022,1.8650107383728027,33.7656888961792,10,tripletNet,alex,1.0,adam,0.0001
169,6,20,0.23479989171028137,0.31189167499542236,1.7872514724731445,35.554936170578,10,tripletNet,alex,1.0,adam,0.0001
170,6,21,0.20533810555934906,0.2149055302143097,1.859989881515503,37.416921854019165,10,tripletNet,alex,1.0,adam,0.0001
171,6,22,0.24420861899852753,0.16916732490062714,1.913879632949829,39.332796812057495,10,tripletNet,alex,1.0,adam,0.0001
172,6,23,0.23817268013954163,0.36146268248558044,1.9557716846466064,41.28956604003906,10,tripletNet,alex,1.0,adam,0.0001
173,6,24,0.2731691002845764,0.14102734625339508,2.9042723178863525,44.1958327293396,10,tripletNet,alex,1.0,adam,0.0001
174,6,25,0.32645153999328613,0.18413092195987701,5.561136960983276,49.76195740699768,10,tripletNet,alex,1.0,adam,0.0001
175,6,26,0.20771655440330505,0.24230019748210907,5.628893613815308,55.39583873748779,10,tripletNet,alex,1.0,adam,0.0001
176,6,27,0.17857128381729126,0.2757043242454529,5.651881217956543,61.052706718444824,10,tripletNet,alex,1.0,adam,0.0001
177,6,28,0.18454185128211975,0.20728957653045654,5.541216850280762,66.59891176223755,10,tripletNet,alex,1.0,adam,0.0001
178,6,29,0.1975971907377243,0.1119878813624382,5.601984024047852,72.2048852443695,10,tripletNet,alex,1.0,adam,0.0001
179,6,30,0.18277375400066376,0.26504722237586975,5.593086242675781,77.8039538860321,10,tripletNet,alex,1.0,adam,0.0001
180,7,1,0.4740247428417206,0.42384597659111023,6.495631456375122,6.5115907192230225,10,tripletNet,sqe,1.0,adam,0.01
181,7,2,0.7537691593170166,1.4360560178756714,2.745652675628662,9.261229276657104,10,tripletNet,sqe,1.0,adam,0.01
182,7,3,0.4009644687175751,0.2089664191007614,2.0106213092803955,11.272849082946777,10,tripletNet,sqe,1.0,adam,0.01
183,7,4,0.7568621039390564,0.2309543937444687,1.9068973064422607,13.181740999221802,10,tripletNet,sqe,1.0,adam,0.01
184,7,5,1.059722661972046,0.41057154536247253,1.9587593078613281,15.141500473022461,10,tripletNet,sqe,1.0,adam,0.01
185,7,6,0.7406100034713745,0.4790695309638977,2.0375499725341797,17.181044340133667,10,tripletNet,sqe,1.0,adam,0.01
186,7,7,1.1099116802215576,0.45155197381973267,2.0525100231170654,19.234552145004272,10,tripletNet,sqe,1.0,adam,0.01
187,7,8,0.6408304572105408,1.2444971799850464,2.026581048965454,21.26312756538391,10,tripletNet,sqe,1.0,adam,0.01
188,7,9,0.7288984060287476,0.2789492905139923,2.111353874206543,23.376477003097534,10,tripletNet,sqe,1.0,adam,0.01
189,7,10,0.7268195152282715,0.41016626358032227,2.4664344787597656,25.843908548355103,10,tripletNet,sqe,1.0,adam,0.01
190,7,11,0.6444692611694336,0.29418253898620605,2.1003811359405518,27.94525456428528,10,tripletNet,sqe,1.0,adam,0.01
191,7,12,0.5635205507278442,0.8924164175987244,2.134291410446167,30.080544233322144,10,tripletNet,sqe,1.0,adam,0.01
192,7,13,1.4687306880950928,0.46762266755104065,2.0704610347747803,32.152003049850464,10,tripletNet,sqe,1.0,adam,0.01
193,7,14,0.6217963099479675,1.5759896039962769,2.2160730361938477,34.37007021903992,10,tripletNet,sqe,1.0,adam,0.01
194,7,15,2.1690049171447754,0.6507517695426941,2.583090305328369,36.954158544540405,10,tripletNet,sqe,1.0,adam,0.01
195,7,16,0.5039117336273193,0.5260266065597534,6.153542995452881,43.11069369316101,10,tripletNet,sqe,1.0,adam,0.01
196,7,17,3.1646220684051514,0.4495355784893036,6.611852645874023,49.72753381729126,10,tripletNet,sqe,1.0,adam,0.01
197,7,18,0.5930900573730469,0.40646520256996155,6.9653685092926025,56.697890281677246,10,tripletNet,sqe,1.0,adam,0.01
198,7,19,0.8799678683280945,0.3337944447994232,6.3340559005737305,63.03693437576294,10,tripletNet,sqe,1.0,adam,0.01
199,7,20,0.8118789196014404,0.3660697638988495,6.330070734024048,69.37099647521973,10,tripletNet,sqe,1.0,adam,0.01
200,7,21,0.6821393966674805,0.3959828019142151,6.360984563827515,75.73696637153625,10,tripletNet,sqe,1.0,adam,0.01
201,7,22,0.8299164175987244,0.25981423258781433,6.4597203731536865,82.20067811012268,10,tripletNet,sqe,1.0,adam,0.01
202,7,23,0.43528109788894653,2.7199883460998535,6.438823699951172,88.64349222183228,10,tripletNet,sqe,1.0,adam,0.01
203,7,24,1.2922308444976807,0.3355674743652344,6.350972652435303,94.99944734573364,10,tripletNet,sqe,1.0,adam,0.01
204,7,25,0.6109695434570312,0.2217484563589096,3.7010960578918457,98.70453310012817,10,tripletNet,sqe,1.0,adam,0.01
205,7,26,2.8023886680603027,0.47293606400489807,1.8929364681243896,100.59946489334106,10,tripletNet,sqe,1.0,adam,0.01
206,7,27,0.6248296499252319,0.22623668611049652,2.076446294784546,102.67690849304199,10,tripletNet,sqe,1.0,adam,0.01
207,7,28,0.7241077423095703,0.5879039168357849,2.2290377616882324,104.90794157981873,10,tripletNet,sqe,1.0,adam,0.01
208,7,29,1.878966212272644,1.769727349281311,1.9068999290466309,106.81683588027954,10,tripletNet,sqe,1.0,adam,0.01
209,7,30,2.2826967239379883,0.10565721243619919,2.0634803771972656,108.88231134414673,10,tripletNet,sqe,1.0,adam,0.01
210,8,1,0.37530311942100525,0.26773226261138916,2.0624840259552,2.067472219467163,10,tripletNet,sqe,1.0,adam,0.001
211,8,2,0.14413858950138092,0.07302358001470566,2.4115493297576904,4.480018854141235,10,tripletNet,sqe,1.0,adam,0.001
212,8,3,0.08751080930233002,0.06526234745979309,2.3467228412628174,6.8297340869903564,10,tripletNet,sqe,1.0,adam,0.001
213,8,4,0.07488414645195007,0.022283991798758507,2.0973896980285645,8.929118156433105,10,tripletNet,sqe,1.0,adam,0.001
214,8,5,0.09842564165592194,0.015742996707558632,2.161222219467163,11.092334508895874,10,tripletNet,sqe,1.0,adam,0.001
215,8,6,0.07659316062927246,0.21587048470973969,2.025580883026123,13.119909286499023,10,tripletNet,sqe,1.0,adam,0.001
216,8,7,0.1089029610157013,0.06077202782034874,2.129305362701416,15.252205848693848,10,tripletNet,sqe,1.0,adam,0.001
217,8,8,0.06692720949649811,0.1051742434501648,2.2968549728393555,17.5510573387146,10,tripletNet,sqe,1.0,adam,0.001
218,8,9,0.08859209716320038,0.07683572918176651,2.120328664779663,19.672383069992065,10,tripletNet,sqe,1.0,adam,0.001
219,8,10,0.05514819920063019,0.07741909474134445,3.4538116455078125,23.128190279006958,10,tripletNet,sqe,1.0,adam,0.001
